"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2015","Confirmed","Gerardo Ceferino Servían",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ciudad Nueva FM","Broadcast Reporter","Politics","Radio","Brazil","Ponta Porã",,,"Ponta Porã",,"Foreign","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Gerardo Ortega",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/ortega.1.jpg",,"Journalist",,"Murder","Killed","Staff","DWAR","Columnist / Commentator","Business,Corruption,Politics","Radio","Philippines","Puerto Princesa City",,,"Puerto Princesa City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Ghazi Rasooli",,"Afghanistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","1TV","Broadcast Reporter","Crime,Politics,War","Internet,Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2013","Confirmed","Ghislaine Dupont",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/ghislaine.afp.jpg","AFP","Journalist",,"Murder","Killed","Staff","Radio France Internationale","Broadcast Reporter","Human Rights,Politics,War","Radio","Mali","Kidal",,,"Kidal",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1994","Confirmed","Ghulam Muhammad Lone",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","Human Rights,Politics","Print","India","Kangan",,,"Kangan",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Ghulam Rasool",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Online International News Network","Print Reporter","Crime,Culture,Politics","Print","Pakistan","Quetta",,,"Quetta",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Ghulam Rasool Birhamani",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Daily Sindhu Hyderabad","Print Reporter","Culture","Print","Pakistan","Wahi Pandhi",,,"Wahi Pandhi",,"Local","Mob Violence","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"1996","Confirmed","Ghulam Rasool Sheikh",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rehnuma-e-Kashmir and Saffron Times","Editor","Human Rights","Print","India","Pampore, Kashmir",,,"Pampore, Kashmir",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1994","Confirmed","Gilbert Munana",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Le Flambeau","Print Reporter","Politics","Print","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Gina Dela Cruz",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","Saksi News","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Gleydson Carvalho",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Liberdade FM 90.3","Broadcast Reporter","Corruption,Crime","Radio","Brazil","Camocim",,,"Camocim",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Gratien Karambizi",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Imbaga","Print Reporter","Politics","Print","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Greg Hapalla",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXAS","Columnist / Commentator",,"Radio","Philippines","Zamboanga City",,,"Zamboanga City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Gregorio Jiménez de la Cruz",,"Mexico",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/gregorio.jimenez.ap.jpg","AP","Journalist",,"Murder","Killed","Staff","Notisur and Liberal del Sur","Print Reporter","Crime","Print","Mexico","Las Choapas",,,"Las Choapas",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2004","Confirmed","Gregorio Rodríguez Hernández",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Debate","Photographer","Crime,Sports","Print","Mexico","Escuinapa",,,"Escuinapa",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Guillermo Bravo Vega",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Alpevisión Radio","Broadcast Reporter","Corruption,Crime","Radio","Colombia","Neiva",,,"Neiva",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Gundars Matiss",,"Latvia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kurzeme Vards","Print Reporter","Crime","Print","Latvia","Liepaja",,,"Liepaja",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2000","Confirmed","Gustavo Rafael Ruiz Cantillo",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Galeón","Broadcast Reporter","Crime,Politics","Radio","Colombia","Pivijay",,,"Pivijay",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Gustavo Rojas Gabalo",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Panzenú","Columnist / Commentator","Corruption,Culture,Sports","Radio","Colombia","Montería",,,"Montería",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Guzmán Quintero Torres",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Pilón","Editor","Corruption,Crime,Human Rights,Politics","Print","Colombia","Valledupar",,,"Valledupar",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Gyanendra Khadka",,"Nepal",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rastriya Samachar Samiti","Print Reporter",,"Print","Nepal","Jyamire, Sindhupalchowk",,,"Jyamire, Sindhupalchowk",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2011","Confirmed","Hadi al-Mahdi",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/killed.jpg","","Journalist",,"Murder","Killed","Freelance","Freelance","Broadcast Reporter","Corruption,Politics","Radio","Iraq","Baghdad",,,"Baghdad",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Hafiz Akdemir",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Print Reporter","Corruption,Human Rights,Politics","Print","Turkey","Diyarbakir",,,"Diyarbakir",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Haidar al-Hussein",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sharq","Print Reporter","Politics,War","Print","Iraq","Buhrez",,,"Buhrez",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"1992","Confirmed","Halit Gungen",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","2000'e Dogru","Editor","Corruption,Human Rights,Politics","Print","Turkey","Diyarbakir",,,"Diyarbakir",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Hamid Abed Sarhan",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Editor,Print Reporter","Politics","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Hamid al-Duleimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nahrain","Producer","Politics","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1995","Confirmed","Hamid Mahiout",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Liberté","Print Reporter","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2012","Confirmed","Hang Serei Odom",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Virakchun Khmer Daily","Print Reporter","Business,Corruption,Crime,Politics","Print","Cambodia","Ratanakiri province",,,"Ratanakiri province","Ratanakiri province","Local","Criminal Group, Military Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2009","Confirmed","Hannibal Cachuela",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Punto News","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1993","Confirmed","Hansi Krauss",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Krauss.Somalia.1993.1.jpg","AP","Journalist",,"Murder","Killed","Staff","Associated Press","Photographer","War","Print","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Harry Burton",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/harry_burton_afghanistan_2001.jpg","","Journalist",,"Murder","Killed","Staff","Reuters Television","Camera Operator","War","Television","Afghanistan","Nangarhar Province",,,"Nangarhar Province","Nangarhar Province","Foreign","Paramilitary Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2005","Confirmed","Harry Yansaneh",,"Sierra Leone",,,"Male",,,"Journalist",,"Murder","Killed","Staff","For Di People","Columnist / Commentator,Editor","Politics","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2002","Confirmed","Harunur Rashid",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dainik Purbanchal","Print Reporter","Corruption,Crime","Print","Bangladesh","Khulna",,,"Khulna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2016","Confirmed","Hassan al-Anbaki",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sharqiya","Camera Operator","War","Television","Iraq","Baquba, Diyala province",,,"Baquba, Diyala province","Baquba, Diyala province","Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Hassan Benaouda",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian Television (ENTV)","Broadcast Reporter","War","Television","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Hassan Mayow Hassan",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Shabelle","Broadcast Reporter","Human Rights,War","Radio","Somalia","Afgoye",,,"Afgoye",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Hassan Osman Abdi",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Hassan.Osman.somaliareport.jpg","(Somalia Report)","Journalist",,"Murder","Killed","Staff","Shabelle Media Network","Broadcast Reporter,Editor,Producer","Business,Corruption,Human Rights,Politics,War","Radio,Television","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Hassan Yusuf Absuge",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Maanta","Broadcast Reporter,Producer","Crime,Culture,Politics","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Hayatullah Khan",,"Pakistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/hayatullah_khan_pakistan_2006.jpg","","Journalist",,"Murder","Killed","Freelance","freelance","Photographer","Corruption,War","Print","Pakistan","Miran Shah",,,"Miran Shah",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2009","Confirmed","Henry Araneta",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DZRH","Broadcast Reporter","Politics","Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2006","Confirmed","Herliyanto",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radar Surabaya and Jimber News Visioner","Print Reporter","Corruption","Print","Indonesia","Probolinggo",,,"Probolinggo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1999","Confirmed","Hernando Rangel Moreno",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Broadcast Reporter,Print Reporter","Corruption","Print,Radio","Colombia","El Banco",,,"El Banco",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Herson Hinolan",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bombo Radyo","Broadcast Reporter","Corruption,Crime","Radio","Philippines","Kalibo",,,"Kalibo",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Hind Ismail",,"Iraq",,,"Female",,,"Journalist",,"Murder","Killed","Staff","As-Saffir","Print Reporter","Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Hindia Haji Mohamed",,"Somalia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Radio Mogadishu, Somali National TV","Broadcast Reporter,Producer","Politics,War","Radio,Television","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"1993","Confirmed","Hosea Maina",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Mainia.Somalia.1.1993.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Reuters","Photographer","War","Print","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Hrant Dink",,"Turkey",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/hrant_dink_turkey_2007.jpg","","Journalist",,"Murder","Killed","Staff","Agos","Editor","Human Rights,Politics","Print","Turkey","Istanbul",,,"Istanbul",,"Local","Local Residents","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Humayun Kabir",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Janmabhumi","Editor","Corruption,Crime","Print","Bangladesh","Khulna",,,"Khulna",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1992","Confirmed","Huseyin Deniz",,"Turkey",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/huseyindeniz1992.1.jpg","Ozgur Gundem","Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Columnist / Commentator","Corruption,Politics","Print","Turkey","Ceylanpinar",,,"Ceylanpinar",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Hussam Sarsam",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kurdistan TV","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2007","Confirmed","Hussein al-Zubaidi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Ahali","Editor","Politics,War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2006","Confirmed","Hussein Ali",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Shaabiya","Technician","Human Rights,Politics,War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Ian Subang",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Socsargen Today","Publisher / Owner","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Ibrahim Abd al-Qader",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Ibrahim-Abd-al-Qader200.jpg","(Photo courtesy of Eye on the Homeland)","Journalist",,"Murder","Killed","Staff","Eye on the Homeland, Raqqa is Being Slaughtered Silently","Editor","Corruption,Human Rights,Politics,War","Print,Internet","Turkey","Urfa",,,"Urfa",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Ibrahim al-Munjar",,"Syria",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Sy24","Internet Reporter","Human Rights,War","Internet","Syria","Saida",,,"Saida","Daraa","Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Ibrahim Seneid",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Bashara","Editor","War","Print","Iraq","Fallujah",,,"Fallujah",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Igor Aleksandrov",,"Ukraine",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Tor","Producer","Corruption,Crime","Television","Ukraine","Slavyansk",,,"Slavyansk",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2000","Confirmed","Igor Domnikov",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/igor_domnikov_russia_2000.jpg","","Journalist",,"Murder","Killed","Staff","Novaya Gazeta","Editor,Print Reporter","Business,Corruption,Culture","Print","Russia","Moscow",,,"Moscow",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Igor Hrushetsky",,"Ukraine",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","Corruption","Print","Ukraine","Cherkassy",,,"Cherkassy",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2008","Confirmed","Ihab Mu'd",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sharqiya","Camera Operator","Culture","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2012","Confirmed","Ihsan al-Buni",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Thawra","Photographer","Politics,War","Print,Internet","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
